,Accuracy_BP,Accuracy_FA,Cost_BP,Cost_FA
0,0.8996,0.1097,0.34994045885896224,2.302079380425688
1,0.9195,0.1097,0.27016013569926306,2.3021642665849837
2,0.9397,0.1097,0.2114739083162357,2.3021518062463264
3,0.9467,0.1097,0.1904563105517951,2.3023410219434144
4,0.9496,0.1097,0.17279626124019137,2.3021326156620927
5,0.9589,0.1097,0.15235442613915184,2.3021613706988266
6,0.96,0.1097,0.1376075647601001,2.3021719329733132
7,0.9635,0.1097,0.1256128509973688,2.302284523866427
8,0.9647,0.1097,0.12081714436373048,2.30210163389501
9,0.9674,0.1097,0.11090367597125053,2.3020147742839296
10,0.9677,0.1097,0.11020479273497098,2.302362685018579
11,0.9675,0.1097,0.1098486809781141,2.302180656480834
12,0.968,0.1097,0.10886955505079193,2.3021956782151998
13,0.9693,0.1097,0.1091764119725206,2.3021253408470583
14,0.9702,0.1097,0.10279208924246798,2.3021551525121935
15,0.9682,0.1097,0.10765293086685071,2.3023627160724245
16,0.9718,0.1097,0.09812304624706282,2.3021910860296937
17,0.9722,0.1097,0.09498553342184407,2.302159119441259
18,0.9735,0.1097,0.09618468681564364,2.30208508082145
19,0.9713,0.1097,0.10085540061436415,2.302004992853891
20,0.9742,0.1097,0.09473671943387017,2.3021651464644637
21,0.9728,0.1097,0.09470003806991137,2.302064515982394
22,0.9737,0.1097,0.09580893507933522,2.3019440047279978
23,0.973,0.1097,0.09968690420641232,2.3022113174533905
24,0.9724,0.1097,0.10221592233159316,2.302185081147944
25,0.9742,0.1097,0.09963440939562113,2.3020727082956918
26,0.9734,0.1097,0.09816597521168216,2.302037259346425
27,0.9736,0.1097,0.09874372238884391,2.3020940188504575
28,0.9724,0.1097,0.10184632548512827,2.3020881006675267
29,0.9726,0.1097,0.10571709417858938,2.302262544862524
30,0.9747,0.1097,0.10012351584997423,2.3024210567978507
31,0.9734,0.1097,0.10541662156575285,2.3022267551341073
32,0.9736,0.1097,0.1018283238793488,2.302108529580553
33,0.973,0.1097,0.10473711462286987,2.3021788710668574
34,0.9734,0.1097,0.10288885937023015,2.3020595173006724
35,0.9735,0.1097,0.10458764912318688,2.3021114575413537
36,0.9734,0.1097,0.10550667460778598,2.3020674511423582
37,0.9737,0.1097,0.10922130389211072,2.3021508137218736
38,0.9746,0.1097,0.10507612746956448,2.302018644323041
39,0.9742,0.1097,0.10853579102713329,2.302152432179575
40,0.9735,0.1097,0.10940191531713202,2.3022053572693615
41,0.9745,0.1097,0.11066895000122559,2.3020273830725295
42,0.9746,0.1097,0.11005538967156113,2.3021213156405924
43,0.9738,0.1097,0.1118744573149913,2.302076186140676
44,0.9754,0.1097,0.11147613524270898,2.302288434313633
45,0.9734,0.1097,0.11336498226318724,2.3022923122144605
46,0.975,0.1097,0.11137142376514489,2.302397949700686
47,0.9742,0.1097,0.11278808371281693,2.302457964269535
48,0.975,0.1097,0.11446319973602714,2.3022134733039326
49,0.974,0.1097,0.11494740777792053,2.302306807109557
